UnAmbiguouslyMapped_ds.buccal	pathseq	default	genus	0.8314160006548467
UnAmbiguouslyMapped_ds.cityparks	mmseqs2	nr	genus	0.31351333333333464
atcc_even	centrifuge	p_compressed+h+v	species	0.2824994999999964
RH_S004__insert_270	prophyle	refseqc	species	0.14435280931700026
RH_S002__insert_270	motus2	default	species	2.3194427999055093e-05
UnAmbiguouslyMapped_ds.hous1	kraken	refseqc	species	0.8210626666666654
UnAmbiguouslyMapped_ds.frankengenome.mix	mmseqs2	nr	genus	0.27364399999999595
DNA1	motus2	default	genus	0.00021197218924877057
UnAmbiguouslyMapped_ds.nycsm	kraken2	default	species	0.8876939999999991
RL_S001__insert_270	clark_s	default_bv	genus	0.2823716314340001
RM2_S001__insert_270	clark_s	default_bv	species	0.3954501253655003
RNA1	kslam	default	species	0.44577478713523544
atcc_even	mmseqs2	nr	species	0.45601049999996324
atcc_staggered	diamond	nr	subspecies	0.0008997499999999999
atcc_even	centrifuge	refseqc	subspecies	0.00237675
UnAmbiguouslyMapped_ds.frankengenome.mix	megablast	nt	species	0.07123500000000006
RNA2	mmseqs2	refseqc	species	0.02114294929360117
RH_S005__insert_270	prophyle	bvp	genus	0.10393590843904685
UnAmbiguouslyMapped_ds.7	prophyle	bvp	genus	0.6722164083235467
NTC	clark_s	default_bv	species	0.15378825479999997
UnAmbiguouslyMapped_ds.frankengenome.mix	mmseqs2	refseqc	species	0.4178679999999766
UnAmbiguouslyMapped_ds.gut	taxmaps	default	subspecies	0.024988
UnAmbiguouslyMapped_ds.cityparks	megablast	nt	genus	0.9351025000000004
RM2_S002__insert_270	diamond	refseqc	subspecies	6.573965205765913e-06
RNA1	pathseq	default	genus	0.33026638681965603
RH_S005__insert_270	gottcha	default	genus	0.14174238375200426
UnAmbiguouslyMapped_ds.gut	kslam	refseqc	subspecies	0.009692407679999997
DNA1	krakenhll	refseqc	subspecies	9.538748516194676e-05
UnAmbiguouslyMapped_ds.frankengenome	kslam	refseqc	genus	0.3078779585192872
RM2_S001__insert_270	krakenhll	default	subspecies	0.009447775818664374
UnAmbiguouslyMapped_ds.gut	kslam	refseqc	genus	0.7230951052799989
UnAmbiguouslyMapped_ds.buccal	metaphlan2	v20	genus	0.078205
UnAmbiguouslyMapped_ds.hous1	kraken2	default	genus	0.9442559999999993
UnAmbiguouslyMapped_ds.hous2	prophyle	bvp	genus	0.5850259999999997
DNA1	kaiju	refseqc	genus	0.8255472899999927
atcc_even	kraken	mini	subspecies	6.95e-05
NTC	metaothello	default	genus	0.35915690627472024
UnAmbiguouslyMapped_ds.gut	clark	default_bv	genus	0.9198479999999981
DNA1	clark	default_bv	species	0.8140763528400021
NTC	prophyle	refseqc	subspecies	0.014373566926579253
RNA1	krakenhll	default	subspecies	0.0026669381107491874
UnAmbiguouslyMapped_ds.nycsm	gottcha	default	species	0.24123935482974718
RH_S001__insert_270	kraken2	refseqc	subspecies	0.0002454818249572923
UnAmbiguouslyMapped_ds.buccal	kraken	refseqc	subspecies	0.1314383333333333
DNA1	mmseqs2	refseqc	species	0.35683928268610354
RH_S001__insert_270	prophyle	refseqc	subspecies	0.001579130818809426
UnAmbiguouslyMapped_ds.frankengenome	kraken	mini	species	0.006895020335656709
UnAmbiguouslyMapped_ds.hous2	clark_s	refseqc	species	0.8865019999999981
RNA2	kraken2	refseqc	subspecies	0.0006165968910868549
DNA2	taxmaps	default	genus	0.8492234211749502
UnAmbiguouslyMapped_ds.frankengenome	kraken2	default	species	0.5903381547861044
atcc_staggered	kraken	default	genus	0.44125974999999995
RH_S001__insert_270	metaothello	default	genus	0.23135953669638679
UnAmbiguouslyMapped_ds.nycsm	motus2	default	species	0.000124
UnAmbiguouslyMapped_ds.hous1	kslam	refseqc	subspecies	0.009847239913112853
hg38	kraken2	refseqc	species	0.9472915999999998
RH_S005__insert_270	clark	default_bv	genus	0.34496756421890007
UnAmbiguouslyMapped_ds.frankengenome.mix	clark	refseqc	species	0.9725030000000001
RH_S002__insert_270	gottcha	default	genus	0.14169083682457922
RNA1	megablast	refseqc	species	0.10209690553745931
RNA1	centrifuge	refseqc	subspecies	0.002538002171552661
RM2_S001__insert_270	metaphlan2	v20	genus	0.0099877943819126
UnAmbiguouslyMapped_ds.cityparks	metaphlan2	v20	genus	0.03953583333333334
DNA1	taxmaps	default	species	0.8169752628452794
atcc_even	mmseqs2	refseqc	genus	0.2840904999999994
atcc_even	metaothello	default	species	0.9204864999999978
DNA1	kraken	default	subspecies	2.649652365609632e-05
RL_S001__insert_270	bracken	default	species	0.11040915942042695
RH_S005__insert_270	kraken	refseqc	species	0.07150632414111832
UnAmbiguouslyMapped_ds.buccal	kraken	mini	genus	0.037985
RM2_S001__insert_270	diamond	nr	genus	0.49625090439303104
UnAmbiguouslyMapped_ds.gut	krakenhll	default	species	0.8745839999999988
RH_S005__insert_270	metaothello	default	genus	0.22199239081495173
DNA2	pathseq	default	subspecies	0.00019518568838499005
UnAmbiguouslyMapped_ds.hous2	pathseq	default	subspecies	0.0008499466271908515
UnAmbiguouslyMapped_ds.cityparks	megablast	refseqc	subspecies	0.014449166666666666
RM2_S002__insert_270	clark_s	default_bv	species	0.39718316148190114
RL_S001__insert_270	karp	default	species	0.00029484263343558114
UnAmbiguouslyMapped_ds.buccal	kslam	refseqc	species	0.3996206372556878
RNA1	kraken	refseqc	genus	0.3933428338762212
RL_S001__insert_270	kraken	default	subspecies	7.399067609260851e-05
NTC	kraken	default	species	0.13192112947146328
RNA2	kraken2	refseqc	species	0.2019244147072588
RH_S004__insert_270	motus2	default	genus	2.605079749206168e-05
atcc_staggered	metaphlan2	v20	genus	0.03555575355557499
RH_S002__insert_270	kaiju	refseqc	genus	0.5652488499999975
NTC	centrifuge	refseqc	species	0.7548097194426552
UnAmbiguouslyMapped_ds.hous2	diamond	refseqc	subspecies	1.2e-05
RH_S003__insert_270	kaiju	nr	species	0.4763187599999712
UnAmbiguouslyMapped_ds.nycsm	kraken	mini	species	0.031895999999999994
UnAmbiguouslyMapped_ds.gut	mmseqs2	refseqc	genus	0.4087960000000003
NTC	clark_s	default_bv	genus	0.1794538775399999
UnAmbiguouslyMapped_ds.nycsm	taxmaps	refseqc	species	0.909619999999999
UnAmbiguouslyMapped_ds.soil	clark_s	refseqc	species	0.912008400000003
UnAmbiguouslyMapped_ds.7	prophyle	refseqc	species	0.8449815578943791
UnAmbiguouslyMapped_ds.frankengenome	taxmaps	default	species	0.5307810492251687
atcc_even	clark_s	refseqc	genus	0.9635554999999995
RH_S002__insert_270	prophyle	bvp	genus	0.10777038987098245
UnAmbiguouslyMapped_ds.buccal	clark	default_bv	genus	0.7952496342400001
UnAmbiguouslyMapped_ds.nycsm	kslam	refseqc	species	0.6962024312279997
UnAmbiguouslyMapped_ds.hous1	kaiju	nr	genus	0.7698620200000059
UnAmbiguouslyMapped_ds.soil	motus2	default	genus	0.0002284
UnAmbiguouslyMapped_ds.frankengenome	prophyle	refseqc	species	0.4606601781961935
DNA1	kslam	default	species	0.78403910725751
UnAmbiguouslyMapped_ds.cityparks	centrifuge	refseqc	genus	0.9594841666666695
UnAmbiguouslyMapped_ds.7	krakenhll	default	subspecies	0.028386491223108108
DNA1	krakenhll	refseqc	species	0.8163671676276012
atcc_staggered	prophyle	bvp	species	0.3296394999999998
atcc_staggered	pathseq	default	species	0.8415942608612913
RL_S001__insert_270	diamond	refseqc	subspecies	1.0501385230911933e-05
UnAmbiguouslyMapped_ds.frankengenome.mix	kslam	refseqc	genus	0.713553056695001
UnAmbiguouslyMapped_ds.buccal	pathseq	default	species	0.8378499999999997
RH_S003__insert_270	kraken	default	subspecies	0.00019087416117714344
atcc_staggered	krakenhll	refseqc	species	0.4386964999999991
RH_S001__insert_270	kraken	default	subspecies	0.00021375213188571664
UnAmbiguouslyMapped_ds.hous1	centrifuge	p_compressed+h+v	species	0.4205613333333353
UnAmbiguouslyMapped_ds.buccal	prophyle	refseqc	genus	0.46876666666666666
UnAmbiguouslyMapped_ds.buccal	prophyle	bvp	subspecies	0.09784666666666667
atcc_even	megablast	refseqc	species	0.7207112500000006
RH_S004__insert_270	taxmaps	refseqc	genus	0.3524171022043384
DNA2	kslam	refseqc	species	0.6566284075518878
UnAmbiguouslyMapped_ds.cityparks	kraken	default	subspecies	0.021895
hg38	prophyle	bvp	subspecies	0.00011410000000000004
UnAmbiguouslyMapped_ds.cityparks	krakenhll	refseqc	species	0.9325858333333344
UnAmbiguouslyMapped_ds.soil	bracken	refseqc	species	0.9264440000000005
RM2_S002__insert_270	pathseq	default	genus	0.046105488571040014
RH_S001__insert_270	metaphlan2	v20	subspecies	0.0017051992902747943
UnAmbiguouslyMapped_ds.gut	kraken	mini	genus	0.05217400000000001
UnAmbiguouslyMapped_ds.gut	metaphlan2	v20	genus	0.045652
UnAmbiguouslyMapped_ds.buccal	metaothello	default	genus	0.7733983333333344
RM2_S001__insert_270	taxmaps	refseqc	subspecies	0.01994645748875531
RH_S002__insert_270	kslam	refseqc	genus	0.003013314793089853
RH_S002__insert_270	kraken	refseqc	species	0.06948339265930395
UnAmbiguouslyMapped_ds.hous1	krakenhll	default	genus	0.8844173333333323
UnAmbiguouslyMapped_ds.frankengenome.mix	clark	default_bv	species	0.9725569999999988
RH_S003__insert_270	kraken	refseqc	subspecies	0.00020052256898847031
NTC	clark_s	refseqc	genus	0.17917679186
UnAmbiguouslyMapped_ds.nycsm	diamond	nr	species	0.08785000000000015
NTC	krakenhll	refseqc	species	0.7428080523081683
UnAmbiguouslyMapped_ds.gut	kslam	default	genus	0.7255716147359994
UnAmbiguouslyMapped_ds.frankengenome.mix	bracken	refseqc	species	0.9730780000000001
RL_S001__insert_270	motus2	default	genus	3.195507395169671e-05
UnAmbiguouslyMapped_ds.hous1	metaphlan2	v20	species	0.045693328764
atcc_staggered	diamond	refseqc	subspecies	0.00047775
RNA2	centrifuge	refseqc	subspecies	0.0020837812883396753
RH_S001__insert_270	bracken	refseqc	species	0.11720899528282559
UnAmbiguouslyMapped_ds.7	metaphlan2	v20	subspecies	0.0519109548223409
RM2_S002__insert_270	kslam	default	subspecies	0.0004346814752811061
UnAmbiguouslyMapped_ds.cityparks	kraken	refseqc	subspecies	0.022544166666666664
UnAmbiguouslyMapped_ds.frankengenome	kraken2	refseqc	species	0.5610126846822143
RNA1	krakenhll	refseqc	genus	0.4622014115092276
RNA1	kraken2	default	species	0.20255836047774195
UnAmbiguouslyMapped_ds.frankengenome.mix	centrifuge	refseqc	genus	0.8896099999999983
RH_S003__insert_270	clark_s	refseqc	genus	0.33984375126309935
atcc_staggered	metaphlan2	v20	subspecies	0.03452597725734999
UnAmbiguouslyMapped_ds.nycsm	kraken2	refseqc	subspecies	0.04922
UnAmbiguouslyMapped_ds.hous2	kraken	mini	subspecies	0.000324
RH_S002__insert_270	karp	default	species	0.00027355890113276435
DNA1	diamond	refseqc	species	0.1422969306426996
RL_S001__insert_270	kslam	default	subspecies	5.287405636815647e-05
NTC	pathseq	default	genus	0.028879055379261467
DNA1	prophyle	bvp	species	0.5635757588604376
UnAmbiguouslyMapped_ds.hous2	diamond	nr	genus	0.6093719999999997
RH_S004__insert_270	taxmaps	default	species	0.2596083807659398
RH_S001__insert_270	prophyle	bvp	genus	0.11052591239899612
RH_S001__insert_270	clark_s	default_bv	genus	0.3509099200571993
RM2_S001__insert_270	pathseq	default	subspecies	0.0006887806571194527
RNA1	karp	default	subspecies	0.033906314467969594
RH_S005__insert_270	krakenhll	refseqc	genus	0.1768306395224736
UnAmbiguouslyMapped_ds.frankengenome	kraken2	default	subspecies	0.0008522852510567847
RH_S005__insert_270	kslam	default	subspecies	9.992678382046659e-05
UnAmbiguouslyMapped_ds.7	kraken2	refseqc	species	0.8837792925340731
UnAmbiguouslyMapped_ds.soil	diamond	nr	genus	0.5978560000000023
UnAmbiguouslyMapped_ds.buccal	metaphlan2	v20	subspecies	0.0763529413695
RL_S001__insert_270	kslam	default	genus	0.007413117174384825
UnAmbiguouslyMapped_ds.7	kaiju	nr	genus	0.79014110999997
RH_S005__insert_270	kraken2	default	subspecies	0.00027576161787844287
UnAmbiguouslyMapped_ds.nycsm	mmseqs2	nr	genus	0.4244000000000002
UnAmbiguouslyMapped_ds.hous2	kraken	default	species	0.8401920000000003
UnAmbiguouslyMapped_ds.7	diamond	refseqc	genus	0.5872447951639511
RNA1	kaiju	refseqc	genus	0.1447612600000002
RNA1	megablast	nt	genus	0.13094801845819767
UnAmbiguouslyMapped_ds.cityparks	centrifuge	refseqc	subspecies	0.02234833333333333
UnAmbiguouslyMapped_ds.7	metaothello	default	species	0.8978632438342096
UnAmbiguouslyMapped_ds.gut	clark_s	default_bv	species	0.9014079999999957
RM2_S002__insert_270	kaiju	refseqc	genus	0.626772979999999
UnAmbiguouslyMapped_ds.nycsm	kraken	mini	genus	0.046104000000000006
UnAmbiguouslyMapped_ds.cityparks	karp	default	genus	0.0005253725
UnAmbiguouslyMapped_ds.frankengenome.mix	krakenhll	default	subspecies	0.0009220000000000002
UnAmbiguouslyMapped_ds.gut	kaiju	nr	genus	0.686488009999991
RNA1	kaiju	nr	species	0.6017173900000088
atcc_even	metaphlan2	v20	subspecies	0.040990223625
RNA2	kraken2	default	genus	0.33257339084021553
UnAmbiguouslyMapped_ds.hous1	megablast	nt	subspecies	0.00164
UnAmbiguouslyMapped_ds.gut	mmseqs2	nr	genus	0.4456900000000001
RH_S003__insert_270	taxmaps	default	genus	0.2735725180642885
atcc_even	metaphlan2	v20	genus	0.0414375
UnAmbiguouslyMapped_ds.soil	diamond	refseqc	species	0.45279960000000286
UnAmbiguouslyMapped_ds.7	kraken2	default	subspecies	0.02546609833624727
UnAmbiguouslyMapped_ds.7	pathseq	default	genus	0.7650399592918594
RH_S004__insert_270	kraken2	refseqc	subspecies	0.0002617904757202258
RH_S001__insert_270	kslam	refseqc	genus	0.0028354162108425156
UnAmbiguouslyMapped_ds.soil	megablast	refseqc	genus	0.9188776000000016
RH_S002__insert_270	kraken2	default	species	0.0894284466123493
RH_S003__insert_270	kraken2	default	subspecies	0.00024327413298736122
RH_S002__insert_270	pathseq	default	subspecies	1.315412560244086e-05
NTC	taxmaps	default	species	0.1276433255687874
UnAmbiguouslyMapped_ds.buccal	prophyle	bvp	species	0.45472
RM2_S002__insert_270	kslam	refseqc	subspecies	9.101649497023981e-05
RH_S004__insert_270	centrifuge	refseqc	species	0.20558181219888366
UnAmbiguouslyMapped_ds.nycsm	kraken2	default	subspecies	0.04876400000000001
UnAmbiguouslyMapped_ds.hous1	kslam	default	genus	0.7865987756658338
UnAmbiguouslyMapped_ds.gut	kraken	default	species	0.87527
UnAmbiguouslyMapped_ds.buccal	taxmaps	default	subspecies	0.13479666666673656
RNA1	taxmaps	default	genus	0.40961590662343755
DNA1	krakenhll	default	genus	0.874807900203492
RH_S001__insert_270	kaiju	nr	species	0.46418409999997196
